Protein.Group,Genes,Kd_mean_8,Kd_mean_21,Kd_mean_60,Halflife_8,Halflife_21,Halflife_60,Oxy8vs21_Log2FC,Oxy8vs21_tval,Oxy8vs21_pval,Oxy8vs21_FDR,Oxy60vs21_Log2FC,Oxy60vs21_tval,Oxy60vs21_pval,Oxy60vs21_FDR
O09131,GSTO1,0.0668642841563152,0.0681894036723671,0.073607228220241,10.366478745805564,10.165027749624308,9.41683578256705,-0.0283117734494902,0.3353126651936904,0.7373892407695057,0.9156809161127152,0.11029987737937,-0.7125169007645614,0.4761447496177032,0.8189341931665335
O09159,MAN2B1,0.4182795901731717,0.3517767881374947,0.2356119612533748,1.657138423304316,1.9704176168924008,2.9419014929150458,0.2498073135819888,,,,-0.5782475082816344,,,
O09161,CASQ2,0.0540551182171464,0.0422692321407386,0.0423958113736589,12.82297039432015,16.398385905191244,16.349425995196462,0.3548233214964592,-3.305474450958646,0.0009481574796554,0.0151056883938269,0.0043138315435549,0.0129369127431144,0.9896781249765036,0.9993028148116112
O09164,SOD3,0.2438000046282215,,,2.84309748729065,,,,,,,,,,
O09167,RPL21,0.0530600453537018,0.0496892311917705,0.0493216466441398,13.063448701172026,13.949645907879187,14.053609879675442,0.0946926885222196,-0.248679614472242,0.8036086188579001,0.93367590449225,-0.0107122540885414,0.7291156527363046,0.4659309205824955,0.8168343935341593
O09172,GCLM,0.1043368564910571,,,6.643358865420255,,,,,,,,,,
O09174,AMACR,0.0324574684424029,0.0318383566224447,0.0390184389410451,21.355552784098435,21.770821552746348,17.764605642149206,0.0277846083631911,0.469016543418686,0.6390578110577521,0.8741000443530637,0.2933901881653226,-0.7477466203545494,0.4546130049889009,0.8116244732665618
O35071,KIF1C,0.6600503986515972,0.6069878213374208,0.4996690799743293,1.0501428102701866,1.141945779130598,1.3872124738948346,0.1209086163590964,-0.330337456933693,0.7411449934048557,0.9176604329030672,-0.2806946249835093,0.5928657715227476,0.553270986598691,0.8628826100031162
O35098,DPYSL4,0.0760942575522834,0.0621568199699192,0.0781521991610976,9.109060300426645,11.151586919913106,8.86919610708764,0.291874889626242,-1.204590201165394,0.2283615413515087,0.5499559600506619,0.3303737751311035,-1.554699436528156,0.1200176688766385,0.4845826179455256
O35114,SCARB2,0.1954267483109197,0.1755027359473257,0.1571231735230362,3.546838836294626,3.949495013957971,4.4114891840465615,0.1551344231834728,-0.6264199980757084,0.5310394959640905,0.8034558607768382,-0.1595975470199813,0.6956072765337862,0.4866748079713018,0.8241384822165756
O35127,GRCC10,0.6446108617800602,0.5907885415383803,0.5560658844632652,1.07529553356556,1.1732576579007927,1.2465198817744338,0.1257866531925816,-0.6245289841157525,0.5322802416507801,0.8040278528663324,-0.087386016820352,0.4531541966472193,0.6504377117973681,0.9062679553496584
O35129,PHB2,,,0.0213161514460545,,,32.51746368541778,,,,,,,,
O35143,ATP5IF1,,,0.0348741978223599,,,19.875645142883457,,,,,,,,
O35206,COL15A1,0.055849426725038,0.0434406349180545,0.0460492947797408,12.410999023723168,15.95619359310662,15.052286552385867,0.3624972826350578,-3.682849059588132,0.0002306417356865,0.0053739524414964,0.0841338729986057,-0.2463089969221307,0.8054430459158171,0.959112983651568
O35215,DDT,0.0515818138315108,0.0423492536631279,0.0443758158536213,13.437820989080992,16.367400145316946,15.619930974257912,0.2845259605657201,-3.456296406786958,0.0005476527433641,0.0101071753824823,0.0674370992123062,-0.7108910189086655,0.4771517718375808,0.8189341931665335
O35226,PSMD4,0.1328056647325162,0.149357441601836,0.135637230497197,5.219259147988998,4.640861366705577,5.11030178085411,-0.1694524352954118,1.0527289555502308,0.2924652338794191,0.6201993128000424,-0.1390158882664484,0.7027163887903459,0.4822325121735019,0.8220916159910177
O35295,PURB,0.0526422152723314,0.0534798502762433,0.057475093041638,13.167135481934428,12.960903536183848,12.059957520343495,-0.022775225058359,0.7468479833682788,0.4551553276605723,0.7528034878077257,0.1039414699785216,-0.8512584528876204,0.394625798740019,0.7833013908832356
O35326,SRSF5,0.3484890253427838,0.2993388733683539,0.2481412763041318,1.9890072000923005,2.315593603865099,2.79335703790931,0.2193335780166496,-2.0380836316406064,0.0415415698204908,0.2127293575422937,-0.270617909370761,2.252849360342608,0.0242686487077677,0.209088966343227
O35344,KPNA3,0.2055851557254869,0.2199127992702971,0.1552145968264628,3.371581854311936,3.1519183188059503,4.465734503919861,-0.0971954752450667,0.8999273068826167,0.3681589370915865,0.6903906023528343,-0.5026673346635034,2.819461515496829,0.004810429891642,0.0798928098498484
O35350,CAPN1,0.083834408375983,0.0708545867953773,0.0299824325725901,8.26805119744268,9.782671975234312,23.1184437380714,0.2426812450673656,-0.6041672207956235,0.5457324716546363,0.8118478269467216,-1.240743810921715,1.2176428708848142,0.2233597154894495,0.6380292015705972
O35381,ANP32A,0.1023959564553526,0.0911394477629453,0.0969350663212061,6.769282738837208,7.60534760275077,7.150633995164537,0.1680112114007046,-1.8789207537659545,0.0602553145878372,0.2648960056408695,0.0889430269675064,-0.8712675088369257,0.3836081067109663,0.7779344751742033
O35386,PHYH,0.4262226301394464,0.3649881241893549,0.3561082143774018,1.6262561664855046,1.8990951612451432,1.9464509735384847,0.223757671507277,-1.2848651440011636,0.198839413115119,0.5093826873038171,-0.0355338081789702,-0.2205793645874932,0.8254199699872625,0.9641944048839578
O35393,EFNB3,,,0.288594330281097,,,2.4018045672789388,,,,,,,,
O35435,DHODH,,0.0314552184961863,0.0366667548843352,,22.03599954786463,18.90396853352496,,,,,0.2211732054164132,-0.7183245384234237,0.4725572034598612,0.8168343935341593
O35459,ECH1,0.116244772251345,0.0960087182390921,0.106225636593376,5.962824539422892,7.219627480431401,6.5252344235249184,0.2759285136036112,-3.574263913915884,0.0003512145452191,0.0071941089262472,0.145894666185376,-1.6888680686347315,0.0912447157145527,0.4352019116871119
O35566,CD151,,0.1586934604070327,,,4.367837078995521,,,,,,,,,
O35601,FYB1,0.330005584805993,0.2152221869212925,,2.100410455075903,3.220612105449107,,0.6166636291828036,-1.0419641756747255,0.2974282884080067,0.6267457010124676,,,,
O35604,NPC1,,0.2044343203389944,,,3.390561718847226,,,,,,,,,
O35609,SCAMP3,0.1010905987647684,,,6.856692798633588,,,,,,,,,,
O35639,ANXA3,0.0648920657625755,0.0591418336012563,0.0578600356773207,10.681539760130365,11.720082695326193,11.979722660828507,0.1338631205671909,-0.6555183436296547,0.512134079965312,0.793908003574886,-0.0316117598302799,0.227629626347006,0.8199341860191341,0.9617004035828034
O35658,C1QBP,0.0368305446824174,0.0351402348410732,0.0314144707638057,18.81990034458673,19.72517211950356,22.06458245855781,0.0677789003721622,-0.2657940972659681,0.7903977894539718,0.9330308484076468,-0.1616945575023456,0.4144553115350228,0.6785406884050762,0.9074366829971448
O35678,MGLL,0.0601797067438265,0.1003909879710005,,11.517955438210096,6.904476134453136,,-0.7382807838363408,0.7963220402455262,0.4258448781894349,0.7349767156899136,,,,
O35680,MRPS12,0.0854933951033096,0.0788592646426436,0.078337772237786,8.107610882950091,8.789673397298227,8.848186012438168,0.1165327096617852,-0.5517240001034855,0.5811374641110834,0.8323749384239103,-0.0095721558280562,0.0663663531784663,0.9470861573969882,0.9956508621728882
O35683,NDUFA1,,0.0151862429065282,,,45.64309848237551,,,,,,,,,
O35685,NUDC,0.2314272202108509,0.1639391132349117,0.2407710185464729,2.995097896990795,4.228076917597575,2.8788646770880195,0.4973984632720307,-2.027954594304506,0.0425648823743907,0.2167785266280446,0.5545016469379122,-1.529313827119925,0.1261866634408887,0.4958212556177361
O35691,PNN,0.1373241657777911,0.1222075275727154,0.1636913709875788,5.0475251506828736,5.671886129498134,4.234475992094552,0.1682523746864138,,,,0.4216451188989289,-1.576089250739281,0.1150052359620035,0.4787427264464797
O35737,HNRNPH1,0.1977439428145378,0.2336905358629456,0.1685450349159826,3.50527642310663,2.966090081484776,4.112533964026111,-0.2409658046687537,0.6646840793107001,0.506252578878178,0.7903306591532024,-0.4714651798744231,1.461138864442155,0.1439773364516519,0.5287610991875711
O35841,API5,,0.1796155454885063,,,3.8590600756452895,,,,,,,,,
O35855,BCAT2,0.0340544496510001,0.0308520855278309,,20.354085520791514,22.466785265932003,,0.1424753017455262,-0.6049069031771953,0.5452408561171233,0.8117643416951419,,,,
O35857,TIMM44,0.0510296580239986,0.05970664952176,0.0528696158972947,13.583222137878462,11.609212476532088,13.110501538472732,-0.2265556396832135,1.854236298908564,0.0637053610631361,0.2741535631716014,-0.175452767753599,2.5769210482907234,0.0099684716613884,0.1274540305277519
O35864,COPS5,0.1949292969751274,0.0724158820527988,,3.5558902192541613,9.571756373202325,,1.428572892262876,-1.9554156881892804,0.0505340259079885,0.2426244796447046,,,,
O35887,CALU,0.1602775948188961,0.1600737188304379,0.1546552656552283,4.324666721778295,4.330174782121346,4.481885421898095,0.0018363022387158,-0.1639453824192705,0.8697741404069098,0.9581908969967377,-0.0496805085202405,0.1108718203956718,0.9117179918697508,0.9932168393137089
O35900,LSM2,0.0749846305794392,,,9.243856710417743,,,,,,,,,,
O35943,FXN,0.0301084163877804,,0.02821581002168,23.02170833671808,,24.565914642441747,,,,,,,,
O35972,MRPL23,0.0719084628231948,0.0592482305987166,0.0581076796649884,9.639299094241846,11.699035963699467,11.928667338916076,0.2793895000403959,-1.4975345627305676,0.1342542192467179,0.4159493867697724,-0.0280432230824265,-0.29028919555313,0.7715950038568458,0.952612078719414
O54724,CAVIN1,0.0523861041073027,0.0456840594849723,0.0476481863186019,13.231508476754994,15.172626696801206,14.547189182085164,0.1974933202091245,-2.2189231802407283,0.0264919512085548,0.1629735876328256,0.0607304461502622,-0.5688344966664182,0.5694684615863266,0.8695864375503053
O54734,DDOST,0.1007927065174121,0.1000403726323592,0.0754049893317838,6.876957713604039,6.928674517309213,9.192325159149355,0.0108089110298357,-0.1558047176110584,0.8761869519261151,0.9597426707577408,-0.4078504456644028,2.4301781448879503,0.0150914031268667,0.1626444865471008
O54786,DFFA,0.115264646937045,0.1486281558246815,0.1190734207143547,6.013527989536345,4.6636330560245005,5.821174670229189,-0.3667573542735333,0.6306122551155567,0.5282940838247066,0.8017355429064931,-0.3198560288851685,0.7562199865988664,0.4495173115245826,0.8116244732665618
O54824,IL16,,0.1799322039771325,0.2421201110617656,,3.852268605835767,2.86282365194819,,,,,0.4282694969900764,,,
O54865,GUCY1B1,0.3435688950585114,,,2.017491078294207,,,,,,,,,,
O54879,HMGB3,0.1621186302556599,0.1628226030783083,0.1607556544714822,4.275555372426087,4.257069764611128,4.311805907162714,-0.0062510976442933,-0.2299950499010834,0.8180956162280364,0.9402739167440932,-0.0184315045583049,0.1982018493980181,0.8428871405804391,0.9669454063369948
O54901,CD200,0.080613730897901,,0.0801713839326328,8.598376143114256,,8.645817828745344,,,,,,,,
O54931,AKAP2,0.1916171442167232,,0.1743661753647399,3.617354717362767,,3.975238770421022,,,,,,,,
O54941,SMARCE1,0.2127962734279263,,0.3279504153818657,3.257327627942286,,2.113573113645379,,,,,,,,
O54946,DNAJB6,0.159508593277529,0.1589548863475269,0.1344183004721154,4.34551622779306,4.360653494127264,5.156642943151452,0.0050167827590219,-0.0105623979954148,0.9915725824144505,0.9972951005376688,-0.2418877980789477,0.5635300501322146,0.5730740035820042,0.8722359696857073
