Protein.Group,Genes,Oxy8vs21_Log2FC,Oxy8vs21_tval,Oxy8vs21_pval,Oxy8vs21_FDR,Oxy60vs21_Log2FC,Oxy60vs21_tval,Oxy60vs21_pval,Oxy60vs21_FDR
D3Z1D3,CEFIP,-0.4087886583502824,2.0583083306527814,0.03956054500812551,0.20370402180979544,-0.3509967606645134,2.455338947570238,0.01407518061154927,0.15563124135230405
D3Z7P3,GLS,,,,,-0.5862146102111712,,,
D3Z7Q2,SMIM20,0.014149545822750957,-0.07704047118404134,0.9385913492722755,0.983436916831659,0.10169216345176864,-0.5301698088923259,0.5959942015646071,0.8792551819785551
E9PV24,FGA,0.2937122369723351,-3.0944706331556353,0.0019716445247419203,0.02606486095119815,-0.13204379043767256,1.2316374381654729,0.2180845493514133,0.635829538846784
E9Q401,RYR2,0.2719696850459429,-3.4380894758348104,0.0005858340864311841,0.01034716312538266,0.006684266367643056,0.8133351173384705,0.4160259480670301,0.802656050701779
E9Q4Z2,ACACB,0.4476729308626565,-3.648856330158846,0.0002634103557983914,0.005845201228669066,-1.0577294108869029,4.1029511453742655,4.079134086489779e-05,0.0020535890666671984
E9Q557,DSP,-0.18103181565439286,4.472365772433856,7.735895823254001e-06,0.000320437995878788,-0.2759972834475486,5.340844470183258,9.251460352150861e-08,1.656011403035004e-05
E9Q5C9,NOLC1,0.1326968291026545,-0.11167920491755554,0.9110777682388597,0.9760039091817173,-0.6400015887596492,2.26620433932741,0.02343887508834291,0.20547709276841955
E9Q7G0,NUMA1,0.11986388120174239,-0.6564250156425551,0.5115506992665766,0.793908003574886,0.6191095300305652,-2.381559757090608,0.017239493467223147,0.17153226599172108
E9Q9K5,TRDN,0.7437164558799624,-2.845270339837863,0.004437374505660335,0.04836997706754891,,,,
E9QAT4,SEC16A,-2.228371179259463,2.6978568027032246,0.0069787452993783266,0.06603239207127513,0.0008420769933556956,-0.0016130999459886015,0.9987129330162414,1.0
F6ZDS4,TPR,0.037342074335358216,-0.15316396247974817,0.878268976074783,0.9601720653392349,0.06201671282080095,-0.01960468707630743,0.9843587248066014,0.9993028148116112
G5E8K5,ANK3,-0.20590311981329054,0.6187020865306232,0.53611263519596,0.8072002843338202,-0.5589422254636969,2.056816176609033,0.03970391143169242,0.2881216275516058
O08528,HK2,-0.04994846796653626,0.6859151430801264,0.4927666204240343,0.7803882586834324,-0.17008781295939196,1.3958536709087008,0.16275856434047453,0.5598444137845306
O08529,CAPN2,0.18347613356722206,-1.129607721184676,0.2586415560740565,0.5824575109831761,0.1623980501444475,-0.8660385060692262,0.3864690458137634,0.7781866799689363
O08532,CACNA2D1,0.1053406925585741,-0.2623349299814128,0.7930632345012221,0.9336463351693403,0.06409950682888747,-0.7575294655577038,0.44873271976024753,0.8116244732665618
O08547,SEC22B,1.0252930012740533,-1.939846464752305,0.05239835185053944,0.24636518191746848,,,,
O08553,DPYSL2,0.42153283103651334,-2.431961579273318,0.015017300189268019,0.112418664870665,0.07876315041727473,-0.37056446717906844,0.7109619517403405,0.926253608302166
O08579,EMD,0.24777237154323123,-1.195184035875337,0.2320151343845237,0.5531409151892026,-0.4056813738561261,0.8739660976712398,0.3821367167367292,0.7772974325477735
O08583,ALYREF,0.22079502439061252,-1.3457860541986555,0.17837152423069425,0.4825609886299188,0.1532679038665353,-0.836759499556143,0.4027277668976619,0.7933278824959719
O08600,ENDOG,-0.04382774660111266,0.18902786464476987,0.8500709776409632,0.9545392330800265,-0.32549872848148803,2.016953691190299,0.043700346196257664,0.3041134070857972
O08663,METAP2,0.17411338025983303,-1.5099058230194913,0.1310674566406507,0.41198944212170807,-0.25563508115366407,1.6515811707221553,0.09861996108574152,0.44728744321008435
O08677,KNG1,-0.07980700028271778,0.4927116856264637,0.6222163195973234,0.8603940799179606,-0.43368475275929597,4.792134910796855,1.6501587404266485e-06,0.00013292028654136653
O08709,PRDX6,0.09272165752292892,-1.5911288421852987,0.11158058278207912,0.3755219524406757,0.12414666980577263,-1.7122068699338362,0.0868585518628643,0.4279178197280562
O08715,AKAP1,0.09693773739810743,-0.26124975005207335,0.7938999148301525,0.9336463351693403,0.13756975351328476,-0.604937338733736,0.5452206324247049,0.8613843340847609
O08784,TCOF1,-0.12592382134728367,0.40724702996403284,0.6838265629836058,0.8938023464579479,-0.09581635913609762,0.3508078563852617,0.7257325027989294,0.9341283572498383
O08788,DCTN1,0.113707085126509,-0.384413433738031,0.7006720453358604,0.9013476138758066,-0.07270825782385143,0.17712827319340776,0.8594076342479108,0.9712083494440064
O08795,PRKCSH,-0.8096267247837141,1.7437518762882702,0.0812023652431361,0.3120415655177007,-1.00607236491606,2.010657271608804,0.04436167018321685,0.3041134070857972
O08807,PRDX4,0.6935183808775707,-2.3847792609943324,0.017089371996164265,0.12147228116450505,0.8526242947079338,-1.8276659419571875,0.06759970255989561,0.3713587361933846
