Protein.Group,Genes,Kd_mean_8,Kd_mean_21,Kd_mean_60,Oxy8vs21_Log2FC,Oxy8vs21_pval,Oxy8vs21_FDR,Oxy60vs21_Log2FC,Oxy60vs21_pval,Oxy60vs21_FDR
Q7TPV4,MYBBP1A_MOUSE,0.4103067784136791,0.3388198591721909,0.2266264024274732,0.2761845507534213,0.0037398836349745,0.0203491844218103,-0.580202489711372,1.6443243974944997e-06,6.614294888921624e-05
Q7TPW1,NEXN_MOUSE,0.1713505622699822,0.185827541300813,0.2680638445604532,-0.1170134119271304,0.3047496509575268,0.4894192877100565,0.5286123093265243,0.0624222487865421,0.206236957489828
Q7TQ48,SRL_MOUSE,0.0357275301809461,,,,,,,,
Q7TQ62,PODN_MOUSE,0.7624331768136047,0.5912219013087119,0.5853962628887762,0.3669111847310299,0.355815544595519,0.536503125835431,-0.0142861781203676,0.9671150173883766,0.998452398445876
Q7TQ95,LNPK_MOUSE,0.2701468410826834,,,,,,,,
Q7TQD2,TPPP_MOUSE,0.1482119956648638,0.1737702461217839,0.1655258115971271,-0.2295188591484212,0.4037875659961587,0.5828539393019784,-0.0701248731773659,0.9409762152995182,0.9873255360679328
Q7TQF7,AMPH_MOUSE,0.1979255233573451,0.6942959777085406,1.4052570084499096,-1.8105931472582624,0.0002331961328097,0.0022241759062465,1.0172112915406766,0.0028237227256181,0.0247414305606507
Q7TQH0,ATXN2L_MOUSE,0.3478553126980051,0.4244588545934921,0.4935657660915546,-0.2871373564997869,0.1041353481932659,0.235146646539646,0.2176176208275423,0.3503416848763159,0.606781238930024
Q7TQI3,OTUB1_MOUSE,0.1977689418531912,0.1332107933712941,0.1337304321822981,0.570104898169014,0.0050538714649902,0.0257480625413555,0.0056168265586226,0.9852925967535906,1.0
Q7TQJ8,WTIP_MOUSE,0.1409018544656923,0.1195454727633254,0.1331614648280171,0.2371311040352557,0.2513837084820433,0.4337822249260324,0.1556171502618757,0.5531129159889705,0.7774154297224095
Q7TQK5,CCDC93_MOUSE,,0.1061231862915277,0.288335226374624,,,,1.442007206483983,,
Q7TSC1,PRRC2A_MOUSE,0.354900346118877,0.5150316777639902,0.3265361138415494,-0.5372471886607448,0.0051823709119398,0.0262397514846833,-0.6574186120416472,0.0114108170036835,0.0683799052473998
Q7TSE6,STK38L_MOUSE,,,0.0413389906421848,,,,,,
Q7TSF4,LRRC75A_MOUSE,0.2402657018756926,0.1825523039996523,0.3294725693486933,0.3963208400783625,0.5361680884790575,0.698489878510676,0.8518484796537399,0.0458409950799157,0.1693743140727676
Q7TSG2,CTDP1_MOUSE,0.419877821835153,,0.239956006484622,,,,,,
Q7TSI3,PPP6R1_MOUSE,0.2704477704712565,0.2172825450823085,0.2030363683211875,0.3157777207645839,0.1374712231172797,0.2872885879285316,-0.0978341141569363,0.717713630225211,0.8768422407231318
Q7TSJ2,MAP6_MOUSE,0.789187483835074,0.4680206935357253,0.5549964649704766,0.7537957557542581,2.2286407931282685e-06,5.149415804404119e-05,0.2459062623166223,0.0279226304904917,0.1233275460185546
Q7TSQ8,PDPR_MOUSE,,0.0878720898303986,,,,,,,
Q7TSS2,UBE2Q1_MOUSE,0.0844766045298845,,0.1327000650323024,,,,,,
Q7TST5,LAMP3_MOUSE,0.6712147430865096,0.3896059166931723,0.4867673397175454,0.7847588177464917,0.0001017334550399,0.0011661436820742,0.3212167849510047,0.5867434464263404,0.7987413953872262
Q7TSV4,PGM2_MOUSE,0.0659473719463955,0.0474516525339609,0.0600331540508161,0.4748568372198528,0.0001554097364242,0.0016136055228094,0.3393011360711457,0.0064423855873918,0.045765114393437
Q7TT50,CDC42BPB_MOUSE,0.1324322305632935,0.0970249190998802,0.1263537953382714,0.4488270491648801,0.0330484535001814,0.1055872731378629,0.3810417695339156,0.5868525700357001,0.7987413953872262
Q80SU7,GVIN1_MOUSE,0.1900354307831562,0.2891718433451349,0.24248827006397,-0.6056586598677148,0.2834386807026873,0.4661465219977529,-0.2540121227516674,0.4041865336101472,0.6554109698786637
Q80SW1,AHCYL1_MOUSE,,,0.0894422589413973,,,,,,
Q80SY5,PRPF38B_MOUSE,0.1856003711856511,0.1936344790283427,0.1220960114600333,-0.0611362695484612,0.8783873240058009,0.9308749386508504,-0.6653197930627103,0.1554383999190809,0.3682086656298411
Q80T21,ADAMTSL4_MOUSE,0.2653737072921521,0.0898744899709764,0.2499348227315299,1.56204185485276,0.0001223768241448,0.0013428707692954,1.475568338628193,0.045542646998439,0.1693743140727676
Q80T85,DCAF5_MOUSE,,0.3944900360535505,,,,,,,
Q80TA6,MTMR12_MOUSE,0.1293341328143235,,0.1049864911103333,,,,,,
Q80TE0,RPAP1_MOUSE,0.655622638725392,0.0339500866651104,0.2513339460546326,4.271378509338014,2.1270590901721838e-10,1.6616383035368894e-08,2.8881183775046826,0.001627590254405,0.0164187631306443
Q80TH2,ERBIN_MOUSE,0.2756890127461437,0.1219756063236928,0.1875946371556789,1.1764491169018063,3.995002339082481e-10,2.6750209539856368e-08,0.6210259308146897,0.0242929384603152,0.11280617022409
Q80TL7,MON2_MOUSE,0.2366527155421891,0.1687101105610619,0.1821553895558942,0.4882250418928213,0.112904321628353,0.2496220210664598,0.1106232468023988,0.5499485036662295,0.7754129155338071
Q80TM9,NISCH_MOUSE,0.1341185334975274,0.1377065701265125,0.1063527404443792,-0.0380887802649285,0.5554314536821134,0.7135358651256908,-0.3727401852015844,0.0617958300508419,0.2050092588697004
Q80TS3,ADGRL3_MOUSE,0.1307112874302343,0.2538074820260084,,-0.9573508703485905,0.1258535244137282,0.2709239229341754,,,
Q80TV8,CLASP1_MOUSE,0.1295324012819062,,,,,,,,
Q80TY0,FNBP1_MOUSE,0.5621507881864669,0.2108577866562608,0.3420294455690816,1.4146868636862155,8.973731547273352e-09,4.52966357024675e-07,0.6978502340188855,0.0054199600160356,0.0404888922848804
Q80U04,PJA2_MOUSE,0.8134125251980057,0.7894357247307221,0.6944503222945269,0.0431653983612179,0.7647942926595419,0.8596403131949151,-0.184950313421299,0.6839540185227551,0.8545064576815596
Q80U35,ARHGEF17_MOUSE,0.335229526664632,0.1962934073937976,0.2106194600575867,0.7721375056699704,0.000141644172653,0.0014895337515212,0.1016270194296541,0.84162099227718,0.9446586512549582
Q80U44,ZFYVE16_MOUSE,0.4482344862580923,,0.4612194528380398,,,,,,
Q80U49,CEP170B_MOUSE,0.2970570008753114,,0.2910424352126554,,,,,,
Q80U58,PUM2_MOUSE,0.3348865370779029,,0.1428600956160557,,,,,,
Q80U72,SCRIB_MOUSE,0.127256222838456,0.1271143311500184,0.1426163368386114,0.0016095137843152,0.6485135058551569,0.7887567487423067,0.1660125612201501,0.3475596351467744,0.6035871051820401
Q80U78,PUM1_MOUSE,0.6475515654742726,,0.4020899888239142,,,,,,
Q80U87,USP8_MOUSE,0.5598816685534168,0.3182174702678578,0.3973703488699973,0.8151089022313263,0.1124840438376073,0.2490284398321118,0.3204711826584944,0.8666855373874127,0.9542131147874228
Q80U93,NUP214_MOUSE,0.2273563539615088,0.1484659112851304,0.1307631099722314,0.6148236067392763,0.0156656186749993,0.0601156665177461,-0.1831761225092219,0.3948797010274492,0.6486589473743396
Q80UG2,PLXNA4_MOUSE,0.7024126204491256,0.5528545802993479,0.7870004250379957,0.3454187142989824,0.1910681412944619,0.3632065884050576,0.5094643627712141,0.1527610424028468,0.365133181832977
Q80UG5,SEPTIN9_MOUSE,0.2053345412762224,0.1668946512988587,0.1788538786310184,0.299038617896007,0.3395937929135333,0.5240861874643945,0.0998436855835405,0.8031197423483379,0.924432803830064
Q80UJ7,RAB3GAP1_MOUSE,0.2805392063597157,0.2773624325116679,0.2241555714876688,0.0164300123588053,0.9975303664700282,1.0,-0.3072720356995871,0.3329022763308236,0.5876464757172739
Q80UK8,INTS2_MOUSE,0.1081936294037274,0.0880046501730259,,0.2979638907072353,0.4824989750768552,0.6559583030182916,,,
Q80UM7,MOGS_MOUSE,0.1347464216976756,0.1366757224520486,0.1409361133032094,-0.0205100399464598,0.771583913688152,0.8627977773100413,0.0442843320147441,0.7936716657089096,0.9203731244148724
Q80UP5,ANKRD13A_MOUSE,0.2879762433538375,0.3592222367746656,0.4408749248759251,-0.3189268581353028,0.4188001000053011,0.5984682613751712,0.295492765465592,0.5747567723958344,0.792979529193122
Q80UU9,PGRMC2_MOUSE,0.2679670792803598,0.1368828063208441,0.1843990758128167,0.9691145284487636,0.0083178249641255,0.0375389046867893,0.4298901823168506,0.4447863100729903,0.6913906077964577
Q80UW5,CDC42BPG_MOUSE,0.1809638865045138,0.1727510535353618,0.1204421215089187,0.0670073100558992,0.7830974390600944,0.8680211816068141,-0.5203544834998746,0.0119428001541807,0.0711702424002842
Q80UZ0,FGD5_MOUSE,0.3621965715613762,0.2280280412621871,0.1207448023265738,0.6675616426100337,0.1073372354952584,0.2402709891275708,-0.9172501606062308,0.104455090504616,0.2886991572451987
Q80V24,VGLL4_MOUSE,,,0.4480345161574691,,,,,,
Q80V42,CPM_MOUSE,0.442890761939252,0.3817687471784642,0.3603843211396854,0.2142519011006389,0.5745839914434263,0.72872442053571,-0.08316275719821,0.8479808626702622,0.9465874825969848
Q80VD1,FAM98B_MOUSE,0.0968685456389472,0.0993034259980458,0.1402579446380543,-0.0358152104656338,0.5573565741795118,0.7144218303105913,0.4981670946613373,0.0777497209105173,0.2376493050007011
Q80VI1,TRIM56_MOUSE,0.3918494170841987,0.3864337790894889,0.2365568175662954,0.0200781417964858,0.7785281213920081,0.865881615690569,-0.7080344691547409,0.163098455714699,0.3800512892758158
Q80VJ2,SRA1_MOUSE,0.446918075975701,,0.3346036756648394,,,,,,
Q80VP0,TECPR1_MOUSE,,0.1132120031026569,,,,,,,
Q80VP1,EPN1_MOUSE,0.1102182850534109,0.119715707486442,0.1469136405104576,-0.1192488709811272,0.7868284206188887,0.8706860195786084,0.2953558964552193,0.1185749395455022,0.3120505772106783
Q80VQ0,ALDH3B1_MOUSE,0.153697298881402,0.1536373541237018,0.2802332478745576,0.0005627872087475,0.4840976337772608,0.6571470154833234,0.8670991086984021,0.0015830172237931,0.0162234058158162
Q80VQ1,LRRC1_MOUSE,0.1370776690088318,0.1367503648164148,0.1664454029603046,0.0034488825234334,0.5742290277345485,0.7285558546005622,0.283504343592501,0.2094047778209676,0.4422972708795533
Q80W00,PPP1R10_MOUSE,0.1111653936094618,0.3882286949717322,0.6008004709397857,-1.804199016102832,0.000953801268869,0.006666231314412,0.6299791884569371,0.0152650978205027,0.0833049687354901
Q80W04,TMCC2_MOUSE,0.3098563637088551,0.3724320483366962,0.679129736452385,-0.2653776261914261,0.535458390536473,0.6980400403724101,0.8667099794032525,0.0004883612852006,0.0067739078266199
Q80W22,THNSL2_MOUSE,0.1244366797475398,,,,,,,,
Q80W54,ZMPSTE24_MOUSE,,0.100261708934953,0.3456674389156489,,,,1.785613981611106,0.0011541355305622,0.0127460334528268
Q80W68,KIRREL1_MOUSE,0.3810563745930891,,,,,,,,
Q80WC7,AGFG2_MOUSE,0.2622339595439049,0.1772919993597678,0.2215804601611349,0.564727094684851,0.0174901881927278,0.065284763891172,0.321703231122549,0.1829817558600333,0.4094821212500606
Q80WG5,LRRC8A_MOUSE,0.3165046333047357,,,,,,,,
Q80WJ7,MTDH_MOUSE,0.1973288393644682,0.1237411708386408,0.1024033658870928,0.6732762296510633,3.8641419260496326e-06,8.07531825437506e-05,-0.2730624539737703,0.0535625069045611,0.1865338613231197
Q80WQ2,VAC14_MOUSE,0.3127307196285685,0.2223915116168836,0.0555807307211049,0.4918192191783364,0.2998216402590472,0.4850664702613086,-2.000445016474817,0.0451307148164214,0.1689298796018941
Q80WT5,AFTPH_MOUSE,0.6423758331163957,,,,,,,,
Q80WW9,DDRGK1_MOUSE,0.5174655861742345,0.0679558275218775,0.1313920284574359,2.9287937409061398,1.4336665355231788e-06,3.536736769211692e-05,0.9512085710525098,0.2492962470945159,0.493683275784709
Q80X19,COL14A1_MOUSE,0.1041029440079469,0.0694032783180952,0.0739553041290504,0.5849351519534188,4.5817693211002535e-05,0.000616097751743,0.0916498109483294,0.9663460060152596,0.9980059685576006
Q80X41,VRK1_MOUSE,0.1786465200072742,0.1315431031466925,0.2235358615921498,0.4415722013777651,0.0286669646338953,0.0947625472455969,0.7649706903692807,0.1225195335966614,0.3175259408565304
Q80X44,ZBTB24_MOUSE,0.0508164421880327,,,,,,,,
Q80X50,UBAP2L_MOUSE,0.3845927260463376,0.3564752996171871,0.4604180081912525,0.1095293617305969,0.1617968651550924,0.3227085194977861,0.3691421473255913,0.5864900378389688,0.7987413953872262
Q80X71,TMEM106B_MOUSE,0.6728005983419908,,,,,,,,
Q80X76,SERPINA3F_MOUSE,,0.0177385963123221,,,,,,,
Q80X80,C2CD2L_MOUSE,0.192332806806759,0.119425864909226,1.0245100677551804,0.6874895434889259,0.0758492409243218,0.1879498737957991,3.100746931350106,0.0026335353080868,0.0234108193961979
Q80X82,SYMPK_MOUSE,0.2867223086040351,0.258293641190259,0.249804362227764,0.1506420318507341,0.5943621319863791,0.7454518941312347,-0.0482134565237888,0.9610388695340552,0.9961276160218968
Q80X85,MRPS7_MOUSE,0.2077017449468519,0.2125842406154161,0.1842978849973073,-0.033521313732277,0.950859849812664,0.9749284897610472,-0.2059951356617855,0.41783790028235,0.6692893793472386
Q80X86,ARMC12_MOUSE,0.1538806955290783,,0.1694480206377546,,,,,,
Q80X90,FLNB_MOUSE,0.1438928514745526,0.1129872804059968,0.1376829129166598,0.3488345517475705,3.9780472231249085e-11,3.7291351254493794e-09,0.2851891557485638,0.0001972950696359,0.0031904298195396
Q80XA6,REPS2_MOUSE,0.2081533741121035,0.1430339072185803,0.2313051386107371,0.541289755575145,0.0444537007247524,0.1289589673544762,0.6934401280383431,0.1943895855058891,0.4218109819001694
Q80XC3,USP6NL_MOUSE,,0.1071383020375405,0.1180316165282266,,,,0.1396990216763352,0.7463794018601515,0.892229372139722
Q80XH1,KXD1_MOUSE,0.8169468509210599,,0.2251035770657146,,,,,,
Q80XI3,EIF4G3_MOUSE,0.3906547134464353,0.3736824278321765,0.2990754809291424,0.0640812976013519,0.9971047616222384,1.0,-0.3213030845350011,0.1248672065055167,0.322231492008623
Q80XI4,PIP4K2B_MOUSE,0.2000453019389513,,0.2011506066340174,,,,,,
Q80XJ3,TTC28_MOUSE,0.5228680261889412,,,,,,,,
Q80XN0,BDH1_MOUSE,,0.1299562902997226,0.0978886530339647,,,,-0.4088129249016624,0.4898040480455339,0.7310711626208386
Q80XQ2,TBC1D5_MOUSE,0.5221671707381739,,0.1722123232127314,,,,,,
Q80XU3,NUCKS1_MOUSE,,,1.192765150659604,,,,,,
Q80Y14,GLRX5_MOUSE,0.3112924125860215,0.1786821519969362,0.2439584608243457,0.8008748778466382,0.0179382995956127,0.0665034587267857,0.4492399835688694,0.2691899225220442,0.5180940016004415
Q80Y17,LLGL1_MOUSE,0.0936819184063633,,0.1578473469942409,,,,,,
Q80YA8,CRB2_MOUSE,0.5500805783375413,0.3725503785339887,,0.5622074379463516,0.4972780538693121,0.6688826846019902,,,
Q80YC5,F12_MOUSE,0.7871089200524412,,0.433486269326049,,,,,,
Q80YF6,UPK3B_MOUSE,0.6534903395529682,0.433807562451416,0.4239749633410192,0.5911107056928986,0.2618517644891723,0.4439977464025708,-0.0330761303749627,0.9324661681107178,0.984473795597208
Q80YN3,BCAS1_MOUSE,,0.7816960212008665,0.3950184430754541,,,,-0.9846876814668566,,
Q80YR4,ZNF598_MOUSE,0.4872586193082446,,,,,,,,
Q80YR5,SAFB2_MOUSE,0.2651488365372825,0.170781979243229,0.182104035535016,0.6346466668623612,0.074268745328174,0.1856162641712042,0.0926071425185017,0.8007516309329339,0.9229328360646036
Q80YS6,AFAP1_MOUSE,0.3428194914037423,0.3993070923593762,,-0.220049558967819,0.4891236673010789,0.6617792793463257,,,
Q80YV2,ZC3HC1_MOUSE,0.1407184703460653,,0.1810965045654623,,,,,,
Q80YV4,PANK4_MOUSE,0.1701304892263879,0.0651295785811995,0.2059537912185355,1.3852569138425532,0.1200030503744692,0.2614409085515495,1.6609358868229092,0.0420099139133707,0.1607466147125171
Q80ZD9,AMIGO2_MOUSE,,0.5720003774385406,,,,,,,
Q80ZJ1,RAP2A_MOUSE,0.1138882623555537,0.0828080829352712,0.1157287141967813,0.4597755646607524,0.0077837986743276,0.0355196710020431,0.4829033633796554,0.0262508270492458,0.1182387809879241
Q810A7,DDX42_MOUSE,0.3418945459198241,0.3497420897142758,0.311646957548439,-0.0327400192977746,0.6738993283358446,0.804315640694764,-0.1663787991128209,0.6103367439328269,0.8129559141253974
Q810B6,ANKFY1_MOUSE,0.183499469196167,0.130131693811609,0.1272340795681105,0.4958035139682138,0.000371839033168,0.0031937274026813,-0.0324872285205289,0.914668259265198,0.977251059755334
Q810D6,GRWD1_MOUSE,0.2080261236574429,,0.1645106185439543,,,,,,
Q810U4,NRCAM_MOUSE,0.5838990824982264,,0.2987210282954814,,,,,,
Q810U5,CCDC50_MOUSE,0.7950549414414128,0.693045988288344,0.5904972072576337,0.1981034716642766,0.5258968021050157,0.6907395547264037,-0.2310208516646841,0.6651772941395573,0.8409598966302898
Q811D0,DLG1_MOUSE,0.0957953773697148,0.1073056635559024,0.1104865155184847,-0.16369827791266,0.1769689778776617,0.3435711339743243,0.0421440815733851,0.7838082726382326,0.9161453489759755
Q811L6,MAST4_MOUSE,0.7413938268705873,,,,,,,,
Q811S7,UBP1_MOUSE,0.2617346719514327,0.2188039457154387,0.205537895420026,0.2584662959917401,0.527025886537783,0.6916050044750699,-0.0902343437314311,0.7170993457061199,0.8764244946761465
Q8BFQ8,GATD1_MOUSE,0.1550065410232757,0.1485130616343509,0.1857138311390939,0.0617392753960447,0.7724834703350028,0.8627977773100413,0.3224914440101187,0.0522746328172832,0.1838467414273414
Q8BFR4,GNS_MOUSE,0.5918055213917867,0.4928281634610993,0.4077589672800747,0.2640384530385425,0.1268995366181173,0.2726636408932829,-0.2733680990395664,0.0811522215072325,0.2442917201218655
Q8BFR5,TUFM_MOUSE,0.0655649810951311,0.0669208405494055,0.0745422009370993,-0.0295301033884553,0.6167486722141198,0.76403146309347,0.1556018505386756,0.9626005251134916,0.9969146186024028
Q8BFS6,CPPED1_MOUSE,0.3064799905027545,,0.3208776663527354,,,,,,
Q8BFU3,RNF214_MOUSE,0.3576493607215214,1.072794529623733,0.2852981131812114,-1.5847560179041265,0.0001886932232319,0.0018875075165369,-1.910831675005296,,
Q8BFV2,PCID2_MOUSE,,0.4424290291768391,0.1289269680890978,,,,-1.7788919798350484,0.0204594424873195,0.1003635456161498
Q8BFW7,LPP_MOUSE,0.0764277413927492,0.0840484866057559,0.0888289719762407,-0.1371254460494844,0.2585111954560325,0.4415279710001263,0.0798084526917263,0.61903178635512,0.8163055790442848
Q8BFY6,PEF1_MOUSE,0.2403244400396972,0.218423501785223,0.2518402584250084,0.1378552775346287,0.5663318530620833,0.7216057514161924,0.2053808316338702,0.226916216645836,0.4648099205387017
Q8BFY9,TNPO1_MOUSE,0.1416788458542053,0.1580807888722309,,-0.1580376867976007,0.1147740933404327,0.2518888295986353,,,
Q8BFZ3,ACTBL2_MOUSE,1.0147436907939034,0.0340942019568753,0.960220620357146,4.895445143725508,1.1377410357852677e-12,1.493171335364585e-10,4.815767596417176,6.553988795215688e-07,3.11984088505265e-05
Q8BFZ9,ERLIN2_MOUSE,0.18194292945174,0.1383443483270935,0.1415479509687353,0.3952222793235202,0.0001865525577727,0.0018718010460315,0.03302715724806,0.8952058281027485,0.9696305468982312
Q8BG05,HNRNPA3_MOUSE,0.1308035499405581,0.1211650418303873,0.1342960318489255,0.1104281785057351,0.0207615348804785,0.0739792671529542,0.1484431600863272,0.3376127278579091,0.5933575959840258
Q8BG07,PLD4_MOUSE,0.279828893752454,0.2505543755951012,0.2770726130359623,0.1594212030581003,0.1908211557682935,0.3632065884050576,0.1451403834092739,0.2859822763367668,0.5368296263039396
Q8BG30,NELFA_MOUSE,0.4174394068912669,,0.3561928154016233,,,,,,
Q8BG32,PSMD11_MOUSE,0.1401561280361995,0.1649154862745507,0.1740478002030815,-0.2346920558156633,0.0217443560969995,0.0766177484964373,0.0777566994825495,0.8562958441620518,0.949867724732925
Q8BG51,RHOT1_MOUSE,0.1122138759856867,0.0836209967297506,,0.4243139407715988,0.2278274808803151,0.40735801894731,,,
Q8BG60,TXNIP_MOUSE,0.6007324918493401,0.64338379742136,,-0.0989569074147732,0.7206181364001991,0.8337777044707305,,,
Q8BG73,SH3BGRL2_MOUSE,0.0952199961604826,0.0701258631816685,0.182785490958637,0.441317946707302,0.3544266314627573,0.5354126221383274,1.3821330283988735,0.0247340185550805,0.1137058167289273
Q8BG81,POLDIP3_MOUSE,0.7801668883694501,0.4365581741466182,0.6107062866552767,0.8376088542589402,0.0009716253805564,0.0067683712815404,0.4843047815331556,0.0956741107212088,0.2741578702589938
Q8BG95,PPP1R12B_MOUSE,0.077889803014999,0.0660023420496077,0.0845279787213706,0.2389172509980408,0.2022208459422038,0.3780550401916642,0.356911733364405,0.7912604643493024,0.9198974618049331
Q8BGB5,LIMD2_MOUSE,0.440022492771415,0.539882654805236,0.8740998854510993,-0.2950685946983941,0.6279647298046753,0.7719566423713524,0.6951522822636689,0.0830803246116007,0.2475485968519732
Q8BGB7,ENOPH1_MOUSE,0.0249290600851215,0.067135792324663,,-1.4292536311730546,0.003669993559575,0.0201762906448262,,,
Q8BGC0,HTATSF1_MOUSE,0.1937560657575369,0.2207979355209365,0.2073940786692358,-0.1884852065312535,0.7437719523338202,0.8476261811765419,-0.0903519786634625,0.8920441324910228,0.9683804557524808
Q8BGC4,ZADH2_MOUSE,0.0710202029361681,0.0681526189964334,0.043934371522785,0.0594603842185008,0.5025276063631261,0.6721537205370635,-0.6334190421010045,0.0209414677133505,0.1017473194391698
Q8BGD8,COA6_MOUSE,0.5282585215901334,0.9981425774530224,0.3248865941988179,-0.9180017736920918,0.0019041822466085,0.0117657663862949,-1.619309693896722,0.0003636777113193,0.005319613068298
Q8BGD9,EIF4B_MOUSE,0.8840482943902264,0.5484016785988387,0.6925141192556393,0.6888921972343479,0.0001185074561603,0.0013135910934531,0.3366104986478661,0.286200397477667,0.5368296263039396
Q8BGE5,FANCM_MOUSE,,,0.1492722355768299,,,,,,
Q8BGE6,ATG4B_MOUSE,0.2183333635064061,,0.2214322206531385,,,,,,
Q8BGG7,UBASH3B_MOUSE,,,0.158932074885556,,,,,,
Q8BGH2,SAMM50_MOUSE,0.0348953361561389,0.0456496350947858,,-0.3875690981901189,0.2723738563593434,0.454551537547095,,,
Q8BGH7,CDC42SE2_MOUSE,0.428081523871709,,0.2203746207664443,,,,,,
Q8BGQ1,VIPAS39_MOUSE,0.2336704360928396,0.3817678614587273,0.8885136885218474,-0.7082204404249118,,,1.2186983459281386,0.0394006673671796,0.1551913679162594
Q8BGQ7,AARS1_MOUSE,0.2533723559662236,0.2636124231818668,0.2253242871080575,-0.057159232678004,0.526664907318384,0.691471613009851,-0.2264155351634446,0.236033014092286,0.4783087149552749
Q8BGR6,ARL15_MOUSE,0.1232491232926759,0.1020154116370951,0.1107193109075103,0.2727902653355228,0.5504555395254005,0.7103786706533332,0.1181197501112324,0.5587784757263169,0.7807855557478454
Q8BGR8,GSKIP_MOUSE,,0.5210144109014702,0.7001662463184357,,,,0.426374236850301,0.3857369971625695,0.6389749437584468
Q8BGR9,UBLCP1_MOUSE,0.1762898937315723,,0.2365247535162871,,,,,,
Q8BGS1,EPB41L5_MOUSE,0.1071454640628237,0.0968038243572813,0.0791949105785578,0.1464348264747991,0.7423706341687607,0.8472062785070273,-0.2896563249081251,0.0412024201966395,0.159554017079165
Q8BGS2,BOLA2_MOUSE,1.168931734938305,0.5279256981901026,0.550384262896047,1.1467838797641732,3.181306395761799e-258,1.0437866284494464e-254,0.0601043249944129,0.5863769027212611,0.7987413953872262
Q8BGS7,CEPT1_MOUSE,0.2726310060852553,0.212024616459358,0.2073975232924509,0.3627178737777091,0.0914505724414077,0.2140152126820677,-0.0318331083141029,0.7420482466752367,0.8902475681307149
Q8BGT0,OSTM1_MOUSE,0.483213270153609,,0.4415603010888098,,,,,,
Q8BGT1,FLRT3_MOUSE,0.3943741481590698,0.3405256311214525,,0.2118015909523352,0.5354973427666432,0.6980400403724101,,,
Q8BGT6,MICALL1_MOUSE,0.379423473140562,0.2242799867150535,0.2791504864097855,0.7585080447867674,0.0477295818871126,0.1355850720100576,0.315742180504545,0.7410490436763562,0.8898118740860127
Q8BGT7,SMNDC1_MOUSE,0.817360675646921,,,,,,,,
Q8BGU5,CCNY_MOUSE,0.1324719239395892,0.1370918777509593,0.0857492285306236,-0.0494564709354693,0.8771862947625976,0.9305037934419924,-0.6769475018422562,0.1392933941043583,0.3474776296339728
Q8BGV3,TACSTD2_MOUSE,0.3445182449606506,0.3331369601630245,0.3226594386460374,0.0484649631247716,0.6068930079732323,0.7551065449981703,-0.0461031951554918,0.8596539930553861,0.95076165373336
Q8BGW1,FTO_MOUSE,0.8809252417900907,0.6704144125536307,0.6222777618754253,0.3939664281043956,0.2475218284370377,0.4299248612405595,-0.1074944743413321,0.7091883783422586,0.8714179462728476
Q8BGZ1,HPCAL4_MOUSE,0.3363394714780352,,0.3481880089429034,,,,,,
Q8BGZ4,CDC23_MOUSE,,0.1072844992423599,0.09323124368166,,,,-0.2025562292232893,0.3208252945445128,0.5743131687732075
Q8BH02,TOR4A_MOUSE,,0.3167472352635037,0.3593332818522702,,,,0.1819905387444091,0.7932796862422479,0.9203731244148724
Q8BH04,PCK2_MOUSE,0.1146671734258859,0.1042023617905858,0.0824966052740135,0.1380644627755501,0.4204421655920235,0.5997698892640997,-0.3369813183254703,0.0083603642315799,0.0550176934503565
Q8BH15,CNOT10_MOUSE,0.0576906149690654,,0.1625360888500621,,,,,,
Q8BH35,C8B_MOUSE,0.5831148456308145,0.4322902374392027,0.426820324318391,0.43177979735595,0.3357944538851427,0.5216579560592581,-0.0183713797072228,0.9200883304600658,0.980021378045006
Q8BH43,WASF2_MOUSE,0.209687394668697,0.1755435370379671,0.1929298122236364,0.2564112549172668,0.2561621047681558,0.4385867831883348,0.1362472094593122,0.9696989177046836,0.9995166935213556
Q8BH48,UBAP1_MOUSE,0.79326397033627,0.3971711219509324,0.554626686593638,0.9980402946888836,0.0013875894565192,0.0091419297326098,0.4817563059405774,0.1225504097401525,0.3175259408565304
Q8BH58,TIPRL_MOUSE,0.4967286961498527,1.119415967189758,1.85530767458129,-1.1722162322150158,0.0205550784437237,0.0735454878668023,0.7289122243436226,0.0330523817827623,0.139690714777581
Q8BH59,SLC25A12_MOUSE,0.0545516253659206,0.0444612340747758,0.0511781750049611,0.295074189645892,0.5662141431858558,0.7216057514161924,0.2029807096675463,0.771780961990414,0.909893103972932
Q8BH61,F13A1_MOUSE,0.2220531044565235,0.1869759415178054,0.1582377423083067,0.2480520930608172,0.1178423139297734,0.2576660501604353,-0.2407589008746314,0.0867587130957389,0.254502770047482
Q8BH64,EHD2_MOUSE,0.0750773419534261,0.0649021048997954,0.0695466858976901,0.2101123053855081,0.000663228269642,0.0050161329595361,0.0997164994298115,0.3087013836321371,0.5610617997342754
Q8BH69,SEPHS1_MOUSE,0.141275692009915,0.1192321185313677,0.11360693567579,0.244740337229289,0.3383750801075313,0.522563845678774,-0.06972200500902,0.9082781203954816,0.9740430406127824
Q8BH74,NUP107_MOUSE,,,0.0393597096414633,,,,,,
Q8BH79,ANO10_MOUSE,0.189152259528047,,,,,,,,
Q8BH86,DGLUCY_MOUSE,,0.0699242231302666,0.1022128497258616,,,,0.5477123512910888,0.1227297224333793,0.3177347118186764
