Protein.Group,Genes,Oxy8vs21_Log2FC,Oxy8vs21_pval,Oxy8vs21_FDR,Oxy60vs21_Log2FC,Oxy60vs21_pval,Oxy60vs21_FDR
Q8BH97,RCN3_MOUSE,0.2531114865998177,0.19621677638120827,0.3697801512387963,0.34215019483185716,0.48961105633032964,0.7310711626208386
Q8BHA3,DTD2_MOUSE,-0.5413089627163152,0.3171113529482068,0.5011764687008992,-0.5472284442463498,0.18446227156532735,0.41222193742862734
Q8BHB9,CLIC6_MOUSE,-3.3846777118721416,0.0002222930090950853,0.0021514553476134953,0.361745877892604,0.39580448060508233,0.6495149508348571
Q8BHC9,FUT11_MOUSE,-1.187165046133681,0.05661792998883595,0.15322511294364521,-1.1940613419904724,,
Q8BHD7,PTBP3_MOUSE,-0.07174826349801626,0.81116838815168,0.8871478271752207,0.5974040654343762,0.0004625998440874621,0.006444356269582048
Q8BHE1,GEMIN8_MOUSE,,,,-0.07967676070437509,0.589108267137743,0.7991500162540245
Q8BHE5,BMP3_MOUSE,0.0460577231596712,0.8463765253091875,0.9107777564904704,-0.34422915090444434,0.15482053817918154,0.3674133420800931
Q8BHF7,PGS1_MOUSE,-0.1523111817530389,0.6349826676739797,0.7762213608935646,2.688490982892956,0.00032191823690575145,0.004751985717260129
Q8BHG1,NRDC_MOUSE,-0.5092651847343874,0.18048969715238372,0.3487554159935047,,,
Q8BHG2,CZIB_MOUSE,0.8150497347250748,0.0008670059532868093,0.006184014201595699,0.33437818471850955,0.31576602410381605,0.5686522638093886
Q8BHG9,CGGBP1_MOUSE,-0.5571730246291187,0.10735668090857022,0.24027098912757086,-0.954824986645469,0.0075569788036415324,0.051196542716038844
Q8BHL3,TBC1D10B_MOUSE,0.5877207452262122,0.32136273700797424,0.5064318636518557,,,
Q8BHL8,PSMF1_MOUSE,-0.6021698284159273,0.09420760148695147,0.21890590685459474,-0.15819332118050344,0.8187738000038576,0.9323475189003586
Q8BHN3,GANAB_MOUSE,0.11034913767281987,0.9554291476571101,0.9771705216530481,-0.07860878552727453,0.02110479761449145,0.10199311520898996
Q8BHY3,ANO1_MOUSE,0.6051729037839532,3.1527458416432902e-06,6.896106070954424e-05,2.0280240908136045,0.0042212803621028356,0.033540938778387465
Q8BHZ0,CYRIA_MOUSE,1.7737764559620965,8.286928649562892e-08,3.125219873473086e-06,1.2105316190115247,0.05337155991482777,0.18648173703139603
Q8BI29,SARG_MOUSE,0.49351816927424125,4.834984824514797e-07,1.3915425622134252e-05,0.5892982320565339,1.1773706940721816e-09,1.347670919914508e-07
Q8BI84,MIA3_MOUSE,0.6019660491730451,0.5759958356804257,0.7297937929601874,,,
Q8BIE6,FRMD4A_MOUSE,-1.1748176500903056,4.7521260317867734e-05,0.0006282221932610076,,,
Q8BIF0,CD99L2_MOUSE,0.12477246268549276,0.5344328472704802,0.6975669611428048,-0.34024528013820654,0.44149785261542573,0.6885319959691613
Q8BIG7,COMTD1_MOUSE,-0.08769809206550415,0.7219124797393601,0.8338672904939775,-0.5773206756617615,0.003436503898202632,0.028501725629938326
Q8BIJ6,IARS2_MOUSE,-0.042551340569414016,0.9353723868339836,0.967514754477396,-0.35316315645439816,0.02499124728033,0.11440092260676811
Q8BIJ7,RUFY1_MOUSE,0.23114520991928755,0.2927650134323213,0.47717933883330665,-0.32395542305056363,0.10280045257583668,0.2861694259420782
Q8BIK4,DOCK9_MOUSE,0.3336531585176133,0.26289013249030047,0.4451343261521498,-0.07655852373517433,0.7046500235493017,0.8697682833888597
Q8BIQ5,CSTF2_MOUSE,0.43419333351174805,0.008127258840900653,0.03683085118369481,0.41555669495180464,0.03911267672910689,0.1549955912216179
Q8BIS8,CCDC126_MOUSE,0.4292689904891367,0.2634912760126713,0.4455137098744326,-0.335413651705502,0.331352192929676,0.5858743718943392
Q8BIW1,PRUNE1_MOUSE,-0.1624641900989778,0.29262774865321994,0.47717933883330665,-0.1942696301146167,0.11861182937445519,0.3120505772106783
Q8BJ05,ZC3H14_MOUSE,0.8860342406599899,0.020282580232961395,0.0727291210320725,1.4211072371536613,,
Q8BJ48,NAGPA_MOUSE,1.0922279942071313,0.011409396847232469,0.047445159766501564,0.6917186352489529,0.09048675367094416,0.2633102060151375
Q8BJ71,NUP93_MOUSE,0.16760620312345836,0.6525010355161925,0.7914439547240768,0.23516296491675204,0.7399552299828707,0.8892467603620018
Q8BJH1,ZC2HC1A_MOUSE,1.086560660801886,2.7349346749366733e-08,1.1911307560538612e-06,0.5609682355731449,0.008935769100486702,0.05739581829414413
Q8BJS4,SUN2_MOUSE,0.30951024763833085,0.1270610526398919,0.2728320115912862,-0.13157625761195718,0.7501768651943379,0.893597628132742
Q8BJU0,SGTA_MOUSE,0.6774176979733466,3.593814557046834e-05,0.0004975234414207031,0.38006744314801605,0.08634390098024979,0.25421287589610597
Q8BJU2,TSPAN9_MOUSE,0.7647362048407416,0.019215954863654936,0.07013075406857826,0.8969998405065123,0.040812739802187574,0.15842629274238795
Q8BJW6,EIF2A_MOUSE,0.21202950613730157,0.3016305903627946,0.4870324640651226,-1.1991312044554203,0.030948194883080375,0.13296567574599819
Q8BJY1,PSMD5_MOUSE,0.18386638781339953,0.4288988671878867,0.6057757999326114,0.74934850340475,0.0065793742949585435,0.046430759827141656
Q8BJZ4,MRPS35_MOUSE,1.102250596154026,0.1481464081532666,0.3013443057351939,-0.17269975323778067,0.8340534435505133,0.9400994680719971
Q8BK30,NDUFV3_MOUSE,0.657205713234712,0.10786620235363982,0.2409183185311724,,,
Q8BK63,CSNK1A1_MOUSE,-0.6437371097802089,0.0021496850236123084,0.013085559485105721,0.43034001446841696,0.08561892486993625,0.2523092492962041
Q8BK64,AHSA1_MOUSE,0.3872245702895715,0.34726133716420904,0.5306774323408336,0.07036110204706661,0.8019720088595689,0.9236742750572987
Q8BK67,RCC2_MOUSE,0.2551247954856063,0.33325808501028975,0.5189462633691319,0.06365942143845936,0.6669330305269846,0.8419735159811049
Q8BK72,MRPS27_MOUSE,0.06674048186038391,0.8916533386575786,0.9393608987986304,-0.47363305002565664,8.19859324953935e-05,0.0015798247351507563
Q8BKC5,IPO5_MOUSE,-0.03865343394533855,0.3418036461620738,0.5265059920458987,0.14102932859522582,0.49361307783551434,0.7347117874536009
Q8BKG3,PTK7_MOUSE,0.5188260942352905,9.47136939990759e-08,3.4916362922580677e-06,0.03876897840650999,0.6394090069477044,0.8276822945928048
Q8BKX1,BAIAP2_MOUSE,0.3187360739494238,0.07742869318086965,0.1902268127839431,-0.46910686953030245,0.10240108369758853,0.28555172213071045
Q8BL66,EEA1_MOUSE,0.2310893884927774,0.03441927865778332,0.10886291410828225,0.44997169995212455,0.0014787566174549395,0.01565341708871709
Q8BL80,ARHGAP22_MOUSE,0.642002432300299,0.08510352571746925,0.2042609128595586,0.147532893860318,0.7395782147080218,0.8892467603620018
Q8BL97,SRSF7_MOUSE,-1.686917462867043,0.027569729149560237,0.09211433944980361,-2.3455186161605175,,
Q8BLF1,NCEH1_MOUSE,-0.10108451646583934,0.37386236593694055,0.5537889041260053,-0.3782361909727237,0.12139107766782753,0.3165611733671548
Q8BM55,TMEM214_MOUSE,0.15232775261320802,0.5271880878366808,0.6916050044750699,-0.5641547713334101,0.41254987239325147,0.6631296150656759
Q8BMA6,SRP68_MOUSE,0.217177932939147,0.33011402831924175,0.5150587639529043,-0.3837895226861771,0.5853891679886671,0.7987413953872262
Q8BMD8,SLC25A24_MOUSE,0.9032452846052884,0.1462634958887468,0.2989707549693762,-0.4000186526960675,0.7503109978914446,0.893597628132742
Q8BMF4,DLAT_MOUSE,0.23944663946309436,0.005205686295817396,0.026317190657283322,-0.02624730777533304,0.9108538208599483,0.9754168371139146
Q8BMG7,RAB3GAP2_MOUSE,0.279141153568131,0.3431962760620697,0.5279076332675343,-0.18059269971349315,0.6352431656261934,0.8247478617000534
Q8BMJ2,LARS1_MOUSE,0.23985320128129928,0.13386242049919395,0.28197507640835967,-0.8293345643714733,0.0001310014120412393,0.002242353957173979
Q8BMJ3,EIF1AX_MOUSE,0.6761720294095124,0.003510812011584678,0.01955683227505828,0.12353897538471639,0.6344365956327445,0.8247478617000534
Q8BMK4,CKAP4_MOUSE,0.055574384708093054,0.7412449704697399,0.8466122410428799,0.09199721425631746,0.8649802793032313,0.9538728122847591
Q8BML1,MICAL2_MOUSE,-0.019953847670142168,0.971282587449433,0.9854307865167745,0.46668626145425723,,
Q8BML9,QARS1_MOUSE,0.24093776242344014,0.36167256173379736,0.542343544354931,-0.6958675028821585,0.006255449198438135,0.04473341226794204
Q8BMP6,ACBD3_MOUSE,-1.2969478156698435,2.6442191136924827e-06,5.9422485698801614e-05,-0.7904642052366743,0.11712892005955691,0.3106638512144715
Q8BMS1,HADHA_MOUSE,0.17061139917075235,0.005246336460851561,0.02648189219700611,0.17161748276374578,0.005607592456504892,0.041293438272386136
Q8BMZ5,TSEN34_MOUSE,0.6322371610829383,0.06230932966683264,0.16356892655058333,0.3241561543318189,0.2571048408110992,0.505723336020854
Q8BND5,QSOX1_MOUSE,2.1148641469943494,1.5738011300643607e-10,1.2594247579856506e-08,1.655809761267807,3.3031180976531243e-06,0.00011810482264719726
Q8BNV1,TRMT2A_MOUSE,0.326380453952453,0.5817361618673913,0.7338240473229184,-0.020776515640571105,0.7142704090832059,0.8749608589378595
Q8BP47,NARS1_MOUSE,0.15729511077455763,0.3033264212443073,0.48840065572528135,-0.013094084686108905,0.7661349965046353,0.9070722659131407
Q8BP67,RPL24_MOUSE,0.23957559635357598,0.07644314441876589,0.1885789149157676,0.291242706175343,0.16172983460903878,0.3785066238340995
Q8BP92,RCN2_MOUSE,0.19747482637293431,0.49197179215467923,0.6642494416127056,0.0036224143250371743,0.4650431324680765,0.7092458769110285
Q8BPB5,EFEMP1_MOUSE,-0.3253443894122528,0.16757978588119526,0.3310230448381708,0.15418929398236622,0.9177161007008334,0.9798195048369251
Q8BPM0,DAAM1_MOUSE,0.946161928191935,0.0017408497035568949,0.010963009361555032,-0.01330481011927343,0.983385000312404,1.0
Q8BQ30,PPP1R18_MOUSE,0.805638447390662,0.04478271713272656,0.12979867041738147,0.5174011851716211,0.17942208467756893,0.40489499894278874
Q8BQ47,CNPY4_MOUSE,0.05064927643789908,0.7077368759106513,0.8261679238353699,-0.14752005513843344,0.3569285363204291,0.612911435367738
Q8BQB6,SAXO2_MOUSE,0.19650692729720357,0.7547648576200964,0.8529978395943539,1.4814734427241167,0.04425533745653212,0.16754550110014163
Q8BQM4,HEATR3_MOUSE,-0.550641111540364,0.34573443867625797,0.529330234856184,0.5434576970854212,0.5205632337449007,0.7545822009869777
Q8BR63,FAM177A1_MOUSE,0.7778841631417228,0.003482017872497832,0.01944074601720961,0.4553612867020373,0.23678162183302964,0.47892096735304174
Q8BRF7,SCFD1_MOUSE,-0.3699749270144075,0.00012803869892729288,0.0013785940099191242,-0.3758926672573463,0.002844983876788021,0.0247414305606507
Q8BRH0,TMTC3_MOUSE,0.2703654798180486,0.21285587961764407,0.3888530852035023,-0.2795180523246815,0.18875717215809873,0.4159423134505284
Q8BRN9,CC2D1B_MOUSE,0.490061292369416,0.018286995429650222,0.0675671531584261,0.1669478081559294,0.9431446919836951,0.9880482078082778
Q8BRT1,CLASP2_MOUSE,0.43283364040799777,0.1908946028349472,0.36320658840505765,1.2930850105534784,0.061524660532815516,0.20432028647533573
Q8BSE0,RMDN2_MOUSE,0.16868098291917302,0.832351623596361,0.901016213470228,-0.4418053429249119,0.0009957565861954847,0.01144408819420382
Q8BSL7,ARF2_MOUSE,0.22510250904800605,0.006559729033293138,0.031282661276504045,0.21208097486292654,0.13198077468614683,0.33547719821486616
Q8BSQ9,PBRM1_MOUSE,-0.6513359148529348,0.03509034496742259,0.1102791396916796,-2.639969231004495,1.748325494727053e-06,6.861111514672752e-05
Q8BSY0,ASPH_MOUSE,1.0053903726595002,2.2240813761385582e-07,7.154128426579029e-06,0.6351016497212887,0.021673000215988593,0.10393996228770684
Q8BT51,COA4_MOUSE,0.49288231291536466,8.277915968127412e-06,0.00014446724623098958,,,
Q8BT60,CPNE3_MOUSE,-0.8967833746814613,0.013689302361574644,0.05398389549077693,-0.30162553556465727,0.4850465729850799,0.7263838493935177
Q8BTE0,SDHAF4_MOUSE,-0.20590937944267446,0.6647777766324969,0.800710677360948,,,
Q8BTH8,CSNK1G1_MOUSE,0.13048687413577792,0.7589842145601496,0.8547502848463878,0.11384694676883149,0.7657800189721751,0.9069856831256752
Q8BTI8,SRRM2_MOUSE,-0.0598309183309496,0.294605801025841,0.4792273838204186,-0.45865489895572464,0.29432557566146567,0.5457191606333665
Q8BTJ4,ENPP4_MOUSE,0.004053904187005779,0.5125856022225488,0.6806124487625183,-0.2595300543078717,0.1186811716903561,0.3120505772106783
Q8BTM8,FLNA_MOUSE,0.12075909288684011,0.050509063809182374,0.1415035645175226,0.3643722344072014,9.227198407650015e-10,1.099745350956213e-07
Q8BTW3,EXOSC6_MOUSE,0.1105817610219225,0.8117895900900152,0.8875313712380339,0.7327946436757569,0.05025664601269695,0.17989531353599422
Q8BTW9,PAK4_MOUSE,0.38967986314793984,0.07870279587873105,0.19241719320276945,0.0477858469976827,0.7200508344286278,0.8780309151918623
Q8BTY8,SCFD2_MOUSE,-0.005511952154383068,0.9888048511712846,0.9966178503420263,-0.36904547309148095,0.4935623079534921,0.7347117874536009
Q8BTZ4,ANAPC5_MOUSE,0.7881470459395967,0.04052821867514271,0.121215210094023,0.05514614402399185,0.7246972639264798,0.8820256411934236
Q8BTZ7,GMPPB_MOUSE,-0.3151373561261413,0.19849804208895916,0.37273985601759524,0.7881512961464837,0.07850882534146185,0.23845518108495342
Q8BU11,TOX4_MOUSE,1.6021141808945338,,,0.24107593915112088,0.5828721658827938,0.7977534259598301
Q8BU14,SEC62_MOUSE,0.9325742586124652,,,0.04345136021325038,0.9437799265938634,0.9880482078082778
Q8BU30,IARS1_MOUSE,0.3147927958536903,0.3587162205665114,0.5392600011433729,0.2778528791000452,0.4501947519482046,0.6972455408866789
Q8BU31,RAP2C_MOUSE,0.20074181601152893,0.42765950823040655,0.6048063993551568,0.2934559338679213,0.25566124063249185,0.5034993098870005
Q8BU33,ILVBL_MOUSE,0.4494673806318544,0.24752455436861232,0.42992486124055956,0.8050533116313624,0.04898833727761233,0.17753437030398445
Q8BU85,MSRB3_MOUSE,0.7164069848400094,0.0023934643518697955,0.014278102797245089,0.4946482975684598,0.011299840790463516,0.06787852194581884
Q8BUK6,HOOK3_MOUSE,-0.08673893307227562,0.5950289363016396,0.7460030340105768,-0.08415831851554363,0.34342327382921023,0.5997831327529686
Q8BUL6,PLEKHA1_MOUSE,0.42079903753905684,0.3533317383511263,0.5354126221383274,-0.3337545133210153,0.5328318276041624,0.7618168740728029
Q8BUR4,DOCK1_MOUSE,-0.3567707337125555,0.15607094837734503,0.31453856365237653,0.2774893323929489,0.4870770012638954,0.7281631681599652
Q8BUR9,MZT1_MOUSE,1.7101539920845545,0.0005837380178199789,0.004527764625218323,0.8213630015337674,0.10264207522555188,0.28597592906997915
Q8BUV3,GPHN_MOUSE,1.0046021402936327,0.0003482107425565766,0.00302243239769346,0.41141609394781664,0.25175756955690565,0.49713794502825104
Q8BV49,PYHIN1_MOUSE,-0.07070858398678254,0.8343870047081102,0.9020177141506787,-0.27518944408397106,0.22801305809211236,0.4667595553056092
Q8BVD5,MPP7_MOUSE,-0.25864503883138257,0.12804308374418324,0.27476086184739384,-0.005980140592405069,0.6399963755257083,0.8277766625569652
Q8BVE3,ATP6V1H_MOUSE,0.23403453177951689,0.3103174783498931,0.4937689847070802,-0.28212646859433416,0.25190241649471545,0.49713794502825104
Q8BVF2,PDCL3_MOUSE,0.7424275118262311,0.005949312629076265,0.028943003914307406,-0.3831392202172065,0.14229811829254033,0.35197182526164084
Q8BVG4,DPP9_MOUSE,-0.9001798464003976,0.043887556896629175,0.128214604995988,0.1297246677784525,0.8055941375601919,0.9258578338102491
Q8BVI4,QDPR_MOUSE,0.11746367471833016,0.40347369032539604,0.5828022645618824,0.8253544614980062,0.04967092654630511,0.17839401967188598
Q8BVI5,STX16_MOUSE,0.8042772539950263,0.00012815335965417034,0.0013785940099191242,1.0681972074494475,0.0005821864578528428,0.00770977786572201
Q8BVQ5,PPME1_MOUSE,-0.4671547968364307,,,-0.046547028640168124,0.7439532805633821,0.8908692705215852
Q8BVU0,LRCH3_MOUSE,0.10964353379380219,0.6644334601554485,0.8005898577928853,-0.21330344923704184,0.6433226034074893,0.8290797508070886
Q8BVU5,NUDT9_MOUSE,0.9196743581299793,0.0873494358827477,0.208157756653036,0.8250031661309678,0.13339304922089149,0.33651994788269035
Q8BVY0,RSL1D1_MOUSE,1.2523716216091714,0.0005374534711297028,0.004259383668542403,0.5634783603810294,0.27566334024200334,0.5270853409974846
Q8BW75,MAOB_MOUSE,-0.19372900142034596,0.43218095475172447,0.6089391070816044,1.3497447577602115,0.0006708341661540886,0.008566445820174035
Q8BWG8,ARRB1_MOUSE,0.7240340737672956,0.1425118361733198,0.2942613810476163,0.535887347899368,0.13175128155354748,0.33547719821486616
Q8BWS5,GPRIN3_MOUSE,0.6315786710183263,0.099039579901263,0.22660311133615332,0.06099172164522844,0.8615459452250679,0.951752437945166
Q8BWT1,ACAA2_MOUSE,-0.09775233227272088,0.9940726115331293,0.999250073051531,0.34409716613261343,0.020123135270757708,0.09947196513256268
Q8BWW4,LARP4_MOUSE,-1.3975826166670122,0.027899405331354855,0.09283767636123254,0.3848231040136245,0.32615128967289975,0.5792245309974566
Q8BWW9,PKN2_MOUSE,-0.082765566363192,0.9040839180508531,0.9489121353566375,-1.3864007744723725,0.02644259602874013,0.11851291646307206
Q8BX02,KANK2_MOUSE,0.3108063586353069,0.026923766125869213,0.09069494523508921,-0.02415329738495187,0.949466011370765,0.9916850453070827
Q8BX57,PXK_MOUSE,,,,0.7800197733991358,0.03921414532438619,0.1549955912216179
Q8BX70,VPS13C_MOUSE,0.18672967220402914,0.6310590074652036,0.7731533246801093,-0.2888658503218865,0.5294357413649955,0.7606967715291234
Q8BXA1,GOLIM4_MOUSE,-0.5533814215048569,0.11786126389692568,0.25766605016043537,,,
Q8BXK9,CLIC5_MOUSE,0.01507941112342505,0.7479223018334189,0.8482312728363108,-0.01812380846452329,0.7451287036075016,0.8917159420635702
Q8BXR9,OSBPL6_MOUSE,0.3634908223841737,0.6519415735037002,0.7910578042402516,-0.563967531543716,0.15094440179254026,0.3635771594074809
Q8BXZ1,TMX3_MOUSE,0.5857393343306717,0.07635602024474308,0.18850572040857944,1.279238718352615,0.0019726422666535423,0.018892746470509224
Q8BY87,USP47_MOUSE,0.5492764830929131,0.3848689783036654,0.5659985462699294,,,
Q8BY89,SLC44A2_MOUSE,0.32758440145050355,0.20921593971145813,0.3849901840680281,0.06439937979205246,0.7878436189971667,0.9183036133230126
Q8BYA0,TBCD_MOUSE,0.9452568193374167,0.004130810145951508,0.021930725062891423,0.44373137336692936,,
Q8BYB9,POGLUT1_MOUSE,-0.30009674365308775,0.4784068134886508,0.6526622682146624,-0.6543217481675727,0.066363913970658,0.21547167696217792
Q8BYC6,TAOK3_MOUSE,0.663918373498736,0.030074541715501873,0.09837446238804025,0.4538129843525927,0.38052678672111495,0.6365146752815123
Q8BYW1,ARHGAP25_MOUSE,0.20170916030828562,0.3899666507529279,0.5711966880001591,-0.28427492827704964,0.26538425539283605,0.5147718709187139
Q8BYZ1,ABI3_MOUSE,0.7601927942911113,0.29349239088071677,0.4778900915531671,0.8887149071668278,0.23857151826162237,0.4812049042155146
Q8BYZ7,ELMO3_MOUSE,-0.24195313635421534,,,-0.16416724359518003,0.7258294515485006,0.8827358938333617
Q8BZ98,DNM3_MOUSE,-0.2912001010734845,0.7089952754765709,0.8272451987335097,,,
Q8BZF8,PGM5_MOUSE,-0.5593634763987727,0.12290725575063972,0.2661773637741577,,,
Q8BZI0,AFAP1L1_MOUSE,1.1687231334474608,3.2842868021948657e-10,2.292711701702416e-08,0.22762261787358085,0.5545676250754044,0.7774154297224095
Q8BZR9,NCBP3_MOUSE,-0.48216859726094585,0.2067036150649978,0.3827161162877846,,,
Q8BZS9,DHX32_MOUSE,-0.8359461884469843,0.03409844642997489,0.10830300361737426,-0.6581762456382129,0.6271272578909952,0.8214485947471698
Q8BZW8,NHLRC2_MOUSE,-0.09843408310360795,0.7829482562422307,0.8680211816068141,0.1484210072968738,0.40064657811694304,0.6528003485469989
Q8C052,MAP1S_MOUSE,-0.0884520399212083,0.5647774491507898,0.7213644352259216,-0.17172128523531902,0.3752521055116744,0.6315697047785399
Q8C092,TAF5_MOUSE,,,,-0.33737145891456927,0.3389149057114579,0.5943972836786923
Q8C0C7,FARSA_MOUSE,1.4937154679693574,5.275292341970388e-10,3.328506571924008e-08,-0.15949195219858656,0.2700487832862116,0.5191260362096948
Q8C0E2,VPS26B_MOUSE,0.6570797223951493,0.06673133846300824,0.17199176865446195,,,
Q8C0E3,TRIM47_MOUSE,0.3763851032244843,0.25608974686956054,0.43858678318833483,-0.04069124525513983,0.9103593347630127,0.9754168371139146
Q8C0G2,TRAF3IP3_MOUSE,,,,0.23062962619788768,0.3990726658758441,0.6514555883367668
Q8C0J6,SOWAHC_MOUSE,-0.793177050655948,,,-0.45601284339377957,0.15306546373296642,0.365133181832977
Q8C0L6,PAOX_MOUSE,-0.5191776171183693,0.17532152206965979,0.3415726993419652,0.4748018030717239,0.3234963412279066,0.5757805453934753
Q8C0M9,ASRGL1_MOUSE,-0.019643196216747132,0.7333162183606117,0.8417229578656857,0.18725211680947998,0.7743009008057761,0.9120425691043146
Q8C0Z1,FAM234A_MOUSE,,,,-0.1714258091768759,0.734080343217336,0.8874227029779331
Q8C129,LNPEP_MOUSE,0.07820193967470589,0.76872045297786,0.8616631603812239,-0.6629407785002603,0.30144768696038116,0.5527399752925963
Q8C142,LDLRAP1_MOUSE,0.2754503311365093,0.5760944601544912,0.7297937929601874,,,
Q8C147,DOCK8_MOUSE,0.6361784104807057,0.056374536483418565,0.15273728670693337,-0.06558023344727437,0.8239731564503607,0.935529414854839
Q8C163,EXOG_MOUSE,0.4877587976683803,0.32668247934357686,0.5114592849775259,,,
Q8C166,CPNE1_MOUSE,0.027612183144357476,0.780409574497668,0.8662123863081356,-0.15555087116967256,0.2680862820984722,0.5167466322898553
Q8C181,MBNL2_MOUSE,-0.31393422948948574,0.13588838588047358,0.2846834686036245,0.03419401029393281,0.7329669284060704,0.8867246524852386
Q8C196,CPS1_MOUSE,1.9309668510635087,,,0.7908996524837562,0.0586058088170697,0.19665640539450502
Q8C1A5,THOP1_MOUSE,-0.08856681608182294,0.7158124144063522,0.8310209659270209,-0.12569690607076348,0.5172791710032509,0.7523603876822449
Q8C1B1,CAMSAP2_MOUSE,0.7719843472534779,0.0511491800087848,0.1423921514193611,0.33673210419467003,0.5225367532670386,0.7558408974561437
Q8C1B7,SEPTIN11_MOUSE,0.6325500106650074,0.0016829886789212897,0.010701329177404557,0.30128628359563014,0.7811151798930587,0.9154386877727057
Q8C1D8,IWS1_MOUSE,0.03268360045240787,0.8981500796360193,0.9438918678045417,-0.596129229333133,0.05977638136026608,0.1999588307872518
Q8C2Q3,RBM14_MOUSE,0.40099588902132466,2.9521256461624453e-05,0.000421127141089521,0.3768255259419984,0.022431497539165842,0.1059950231203762
Q8C3J5,DOCK2_MOUSE,-0.004496593022999785,0.7213892618028486,0.8338672904939775,-0.3868279814564654,0.028193130853866082,0.12411148438815466
Q8C3R1,BRAT1_MOUSE,0.4261226059335708,0.5790982153073588,0.731954862713527,0.8619238385680782,0.05066183566682736,0.18094316001759206
Q8C4B4,UNC119B_MOUSE,-0.005595600601676352,0.9812370809754056,0.9915118148076089,0.42986925383510827,0.20487802023696788,0.4363628854931938
Q8C4Y3,NELFB_MOUSE,-0.2551570716676152,0.32574823175074463,0.5104011214776472,-0.8194959284209067,0.028962600069535858,0.1261415571932647
Q8C522,ENDOD1_MOUSE,0.09098991686031617,0.7212099798590476,0.8338672904939775,-0.32859612337026994,0.32160109699481665,0.5743131687732075
Q8C547,HEATR5B_MOUSE,0.3071455729682391,0.3810776419241553,0.5616675819428119,-0.6318649066149902,0.14961176301272316,0.36150331276762104
Q8C570,RAE1_MOUSE,-0.22886161813406777,0.6254614444547331,0.7700333955932379,-0.778166253400193,,
Q8C5L3,CNOT2_MOUSE,-1.1692032371505667,0.04304202100244619,0.12665548960450757,-0.28878018582834547,0.3904636238809679,0.644889898837879
Q8C5P7,TDRP_MOUSE,1.034969101706904,0.0001251290909862652,0.0013594322765759475,0.7080161212507554,0.019585697986251892,0.09738255151796693
Q8C6E0,CFAP36_MOUSE,3.93363685917729,1.8439076210231656e-09,1.080332304388751e-07,3.5309032864200502,6.606199799781192e-07,3.11984088505265e-05
Q8C6I2,SDHAF2_MOUSE,0.3288021631985367,0.35805468810651897,0.5388887301272884,-1.3243435368714047,0.046977625218050885,0.1723762804466223
Q8C790,FAM221A_MOUSE,1.3733691232515715,0.011373231795550663,0.0473547887324895,0.9144737367760393,0.11633960117038836,0.3094056500548014
Q8C7V8,CCDC134_MOUSE,-1.683156833565383,,,,,
Q8C854,MYEF2_MOUSE,0.1519107669855117,0.18533434918364422,0.3562284708093361,0.0576367857852607,0.5196679721921343,0.7545822009869777
Q8C8U0,PPFIBP1_MOUSE,0.08185697753442116,0.582048582000932,0.7339359713854949,-0.3719915570782002,0.07955187352942181,0.240599557347443
Q8CAQ8,IMMT_MOUSE,-0.423746219982467,0.1799597619266089,0.3479363458345337,0.1553899489095902,0.8571833041095135,0.949867724732925
Q8CAS9,PARP9_MOUSE,,,,0.2903841299772454,0.5921782548569463,0.8002083281880017
Q8CAY6,ACAT2_MOUSE,-0.22315199615885056,0.3078581398549538,0.49196966937364545,0.09137067504000243,0.6415200958860653,0.8282349350710727
Q8CBA2,SLFN5_MOUSE,0.3439165183170219,0.1972096049808939,0.37122473548038604,0.2587660558942588,0.5894966529329049,0.7991500162540245
Q8CBC4,CNST_MOUSE,,,,-1.3748371001176583,0.13221686630462406,0.33554722063744497
Q8CBE3,WDR37_MOUSE,0.09082845729791542,0.8305187756127836,0.899901791999825,0.01913101249788052,0.8873565300763187,0.9650264663013158
Q8CBQ5,PI4K2B_MOUSE,-0.5937414560453811,0.3093779096078988,0.4932307684273644,,,
Q8CBW3,ABI1_MOUSE,-0.6989240751003852,0.006352129059395844,0.03051440035706847,-0.4653467208866402,0.040513397557238894,0.15765478551680143
Q8CBY0,GATC_MOUSE,0.5790248121405285,0.0018620819862763035,0.011596008832677446,-0.24228042082447585,0.43330211022982545,0.6838400480627701
Q8CBY8,DCTN4_MOUSE,0.04475014054615575,0.5345624048504702,0.6975669611428048,-0.14734405528253705,0.4609476403616305,0.7056885168971624
Q8CC88,VWA8_MOUSE,-1.8026965172931424,0.007855758936827337,0.03574860620212274,-2.1279524862199617,0.13894966981330115,0.3470015140456473
Q8CCF0,PRPF31_MOUSE,0.6635212089165633,0.032865521535030084,0.1053044689027673,-0.05222149589340849,0.9638563793505237,0.997189972191355
Q8CCI5,RYBP_MOUSE,,,,1.0475517870690663,0.008779968454721373,0.05684897079938306
Q8CCJ3,UFL1_MOUSE,0.07845771885152479,0.8328608331075633,0.901016213470228,,,
Q8CCK0,MACROH2A2_MOUSE,0.408201556436475,0.673857659251841,0.804315640694764,0.32541285180488183,0.4339350313292445,0.6838728172471089
Q8CCN5,BCAS3_MOUSE,0.21707775660230955,0.41871107422403564,0.5984682613751712,,,
Q8CCS6,PABPN1_MOUSE,0.6342211502650328,0.014006394697047736,0.054773517283687276,0.4021846561867355,0.3145849365641571,0.5674519763808619
